name,price,image
Plain Barfi, 540, plainbarfi.jpeg
Coconut Barfi, 540, coconutbarfi.jpeg
Chocolate Barfi, 540, chocolatebarfi.jpeg
Kesar Barfi, 540, kesarbarfi.jpeg
Fruit Cut Roll, 540, fruitcutroll.jpeg
Milk Ladoo, 540, doodhladoo.jpeg
Kalakand, 540, kalakand.jpeg
Mawa Paan, 540, mawapaan.jpeg
Mawa Sev, 540, mawasev.jpeg
Gajar Pak, 540, gajarpak.jpeg
